site_name,site_code,latitude_N,longitude_E,so_region,year,date_mm.dd.yyyy,date_yyyy.mm.dd,trans_loc,bin_no,bin_area_m2,pit_count_bin,sed1_type,sed2_type,sed1_no,sed2_no,field_collector,notes
Port Refugio a,M_08_a,55.282137,-133.334028,Mid,2018,8/10/18,20180810,Edge,1,40,0,muddy sand,muddy sand,3,3,"Maggie, EW",Transect was walked prior to survey.
Port Refugio a,M_08_a,55.282137,-133.334028,Mid,2018,8/10/18,20180810,Edge,2,40,2,muddy sand,sand,3,4,"Maggie, EW",
Port Refugio a,M_08_a,55.282137,-133.334028,Mid,2018,8/10/18,20180810,Edge,3,40,0,muddy sand,sand,3,4,"Maggie, EW",
Port Refugio a,M_08_a,55.282137,-133.334028,Mid,2018,8/10/18,20180810,Edge,4,40,1,muddy sand,sand,3,4,"Maggie, EW",
Port Refugio a,M_08_a,55.282137,-133.334028,Mid,2018,8/10/18,20180810,Edge,5,40,0,muddy sand,muddy sand,3,3,"Maggie, EW",
Port Refugio a,M_08_a,55.282137,-133.334028,Mid,2018,8/10/18,20180810,Outside,1,40,0,sand,sand,4,4,Maggie,Survey was done underwater. Algae covered 75% of the ground from 10-40 m.
Port Refugio a,M_08_a,55.282137,-133.334028,Mid,2018,8/10/18,20180810,Outside,2,40,0,sand,sand,4,4,Maggie,
Port Refugio a,M_08_a,55.282137,-133.334028,Mid,2018,8/10/18,20180810,Outside,3,40,1,sand,muddy sand,4,3,Maggie,
Port Refugio a,M_08_a,55.282137,-133.334028,Mid,2018,8/10/18,20180810,Outside,4,40,0,sand,muddy sand,4,3,Maggie,
Port Refugio a,M_08_a,55.282137,-133.334028,Mid,2018,8/10/18,20180810,Outside,5,40,0,muddy sand,sand,3,4,Maggie,
Port Caldera a,M_09_a,55.36209,-133.161232,Mid,2018,7/10/18,20180710,Outside,1,40,0,course sand,gravel,5,7,"Maggie, Sydney",
Port Caldera a,M_09_a,55.36209,-133.161232,Mid,2018,7/10/18,20180710,Outside,2,40,0,course sand,gravel,5,7,"Maggie, Sydney",
Port Caldera a,M_09_a,55.36209,-133.161232,Mid,2018,7/10/18,20180710,Outside,3,40,0,course sand,gravel,5,7,"Maggie, Sydney",
Port Caldera a,M_09_a,55.36209,-133.161232,Mid,2018,7/10/18,20180710,Outside,4,40,0,course sand,course sand,5,5,"Maggie, Sydney",
Port Caldera a,M_09_a,55.36209,-133.161232,Mid,2018,7/10/18,20180710,Outside,5,40,1,course sand,course sand,5,5,"Maggie, Sydney",
Port Caldera a,M_09_a,55.36209,-133.161232,Mid,2018,7/10/18,20180710,Edge,1,40,0,sand,gravel,4,7,"Maggie, Sydney",
Port Caldera a,M_09_a,55.36209,-133.161232,Mid,2018,7/10/18,20180710,Edge,2,40,0,sand,cobble,4,8,"Maggie, Sydney",
Port Caldera a,M_09_a,55.36209,-133.161232,Mid,2018,7/10/18,20180710,Edge,3,40,0,sand,muddy sand,4,3,"Maggie, Sydney",
Port Caldera a,M_09_a,55.36209,-133.161232,Mid,2018,7/10/18,20180710,Edge,4,40,0,sand,muddy sand,4,3,"Maggie, Sydney",
Port Caldera a,M_09_a,55.36209,-133.161232,Mid,2018,7/10/18,20180710,Edge,5,40,0,muddy sand,sand,3,4,"Maggie, Sydney",
Port Caldera a,M_09_a,55.36209,-133.161232,Mid,2018,7/10/18,20180710,Inside,1,40,0,course sand,cobble,5,8,"Maggie, Sydney",
Port Caldera a,M_09_a,55.36209,-133.161232,Mid,2018,7/10/18,20180710,Inside,2,40,0,course sand,course sand,5,5,"Maggie, Sydney",
Port Caldera a,M_09_a,55.36209,-133.161232,Mid,2018,7/10/18,20180710,Inside,3,40,2,course sand,course sand,5,5,"Maggie, Sydney","The pits could be from sea stars, several species were found along the transect."
Port Caldera a,M_09_a,55.36209,-133.161232,Mid,2018,7/10/18,20180710,Inside,4,40,1,course sand,course sand,5,5,"Maggie, Sydney",
Port Caldera a,M_09_a,55.36209,-133.161232,Mid,2018,7/10/18,20180710,Inside,5,40,0,course sand,course sand,5,5,"Maggie, Sydney",
Big Tree Bay a,M_10_a,55.585855,-133.215512,Mid,2018,7/11/18,20180711,Inside,1,40,2,muddy sand,muddy sand,3,3,"Maggie, EW",
Big Tree Bay a,M_10_a,55.585855,-133.215512,Mid,2018,7/11/18,20180711,Inside,2,40,2,muddy sand,muddy sand,3,3,"Maggie, EW",
Big Tree Bay a,M_10_a,55.585855,-133.215512,Mid,2018,7/11/18,20180711,Inside,3,40,0,muddy sand,muddy sand,3,3,"Maggie, EW",
Big Tree Bay a,M_10_a,55.585855,-133.215512,Mid,2018,7/11/18,20180711,Inside,4,40,0,muddy sand,muddy sand,3,3,"Maggie, EW",
Big Tree Bay a,M_10_a,55.585855,-133.215512,Mid,2018,7/11/18,20180711,Inside,5,40,0,muddy sand,sandy mud,3,2,"Maggie, EW",
Big Tree Bay a,M_10_a,55.585855,-133.215512,Mid,2018,7/11/18,20180711,Edge,1,40,0,sand,pebble,4,6,Tiff,Not really an outside so the edge was placed 2 meters below the edge of the bed.
Big Tree Bay a,M_10_a,55.585855,-133.215512,Mid,2018,7/11/18,20180711,Edge,2,40,2,sand,pebble,4,6,Tiff,
Big Tree Bay a,M_10_a,55.585855,-133.215512,Mid,2018,7/11/18,20180711,Edge,3,40,1,sand,pebble,4,6,Tiff,
Big Tree Bay a,M_10_a,55.585855,-133.215512,Mid,2018,7/11/18,20180711,Edge,4,40,1,sand,pebble,4,6,Tiff,
Big Tree Bay a,M_10_a,55.585855,-133.215512,Mid,2018,7/11/18,20180711,Edge,5,40,1,sand,sand,4,4,Tiff,
Big Tree Bay a,M_10_a,55.585855,-133.215512,Mid,2018,7/11/18,20180711,Outside,1,40,1,sand,gravel,4,7,"Maggie, EW",Outside is 2 meters above the edge of the bed.
Big Tree Bay a,M_10_a,55.585855,-133.215512,Mid,2018,7/11/18,20180711,Outside,2,40,0,sand,gravel,4,7,"Maggie, EW",
Big Tree Bay a,M_10_a,55.585855,-133.215512,Mid,2018,7/11/18,20180711,Outside,3,40,1,sand,gravel,4,7,"Maggie, EW",
Big Tree Bay a,M_10_a,55.585855,-133.215512,Mid,2018,7/11/18,20180711,Outside,4,40,2,sand,gravel,4,7,"Maggie, EW",
Big Tree Bay a,M_10_a,55.585855,-133.215512,Mid,2018,7/11/18,20180711,Outside,5,40,1,sand,pebble,4,6,"Maggie, EW",
